ItemID,Name,resourcename,ResourceVariation,Class,Category,BuyCategory,,,,,,,,,,,,,,,,,,,
5239,#CSO2_ITEM_NAME_m60_cobalt1,m60,cobalt1,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5240,#CSO2_ITEM_NAME_mk18_cobalt1,mk18,cobalt1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5241,#CSO2_ITEM_NAME_sg550_cobalt1,sg550,cobalt1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5242,#CSO2_ITEM_NAME_m870_cobalt1,m870,cobalt1,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5243,#CSO2_ITEM_NAME_akm_special2,akm,special2,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5244,#CSO2_ITEM_NAME_awmgauss_black,awmgauss,black,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5245,#CSO2_ITEM_NAME_usp_gauss,usp45,gauss,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5246,#CSO2_ITEM_NAME_GLOCK18_gauss,glock18,gauss,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5247,#CSO2_ITEM_NAME_deserteagle_gauss,deserteagle,gauss,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5248,#CSO2_ITEM_NAME_m99_silver1,m99,silver1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5249,#CSO2_ITEM_NAME_galil_silver1,galil,silver1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5250,#CSO2_ITEM_NAME_famas_silver1,famas,silver1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5251,#CSO2_ITEM_NAME_mac10_silver1,mac10,silver1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5252,#CSO2_ITEM_NAME_tmp_silver1,tmp,silver1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5253,#CSO2_ITEM_NAME_TOYHAMMER_GOLD,toyhammer,gold,item,weapon,knife,,,,,,,,,,,,,,,,,,,
5254,#CSO2_ITEM_NAME_KNIFE_MIU,default_knife,miu,item,weapon,knife,,,,,,,,,,,,,,,,,,,
5255,#CSO2_ITEM_NAME_KNIFE_ATHENA,default_knife,athena,item,weapon,knife,,,,,,,,,,,,,,,,,,,
5256,#CSO2_ITEM_NAME_t86_taiwan,t86,taiwan,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5257,#CSO2_ITEM_NAME_k5_opal1,k5,opal1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5258,#CSO2_ITEM_NAME_K1_opal1,k1,opal1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5259,#CSO2_ITEM_NAME_k2c_opal1,k2c,opal1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5260,#CSO2_ITEM_NAME_k12_opal1,k12,opal1,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5261,#CSO2_ITEM_NAME_usas12_opal1,usas12,opal1,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5262,#CSO2_ITEM_NAME_af2011a1_ruby1,af2011a1,ruby1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5263,#CSO2_ITEM_NAME_GILBOASNAKE_ruby1,gilboasnake,ruby1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5264,#CSO2_ITEM_NAME_DP12_ruby1,dp12,ruby1,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5265,#CSO2_ITEM_NAME_dbarrel_ruby1,dbarrel,ruby1,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5266,#CSO2_ITEM_NAME_m16a2_gamania01,m16a2,gamania01,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5267,#CSO2_ITEM_NAME_awm_gold1,awm,gold1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5268,#CSO2_ITEM_NAME_mk18_gold1,mk18,gold1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5269,#CSO2_ITEM_NAME_akm_gold1,akm,gold1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5270,#CSO2_ITEM_NAME_usp_gold1,usp45,gold1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5271,#CSO2_ITEM_NAME_GLOCK18_gold1,glock18,gold1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5272,#CSO2_ITEM_NAME_elites_gold1,elites,gold1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5273,#CSO2_ITEM_NAME_mg3_xmas,mg3,xmas,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5274,#CSO2_ITEM_NAME_usas12_xmas,usas12,xmas,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5275,#CSO2_ITEM_NAME_m99_xmas,m99,xmas,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5276,#CSO2_ITEM_NAME_paw20_xmas,paw20,xmas,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5277,#CSO2_ITEM_NAME_partygrenade,hegrenade,partygrenade,item,weapon,equip,,,,,,,,,,,,,,,,,,,
5278,#CSO2_ITEM_NAME_m16a2_honor,m16a2,honor,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5279,#CSO2_ITEM_NAME_usp_honor,usp45,honor,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5280,#CSO2_ITEM_NAME_GLOCK18_honor,glock18,honor,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5281,#CSO2_ITEM_NAME_KNIFE_2017chicken,default_knife,2017chicken,item,weapon,knife,,,,,,,,,,,,,,,,,,,
5282,#CSO2_ITEM_NAME_m3dragon_black,m3dragon,black,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5283,#CSO2_ITEM_NAME_chocogrenade,hegrenade,chocogrenade,item,weapon,equip,,,,,,,,,,,,,,,,,,,
5284,#CSO2_ITEM_NAME_mp5_panda,mp5,panda,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5285,#CSO2_ITEM_NAME_ar57_neon1,ar57,neon1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5286,#CSO2_ITEM_NAME_usas12_amethyst1,usas12,amethyst1,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5287,#CSO2_ITEM_NAME_kriss_superv_amethyst1,krisssuperv,amethyst1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5288,#CSO2_ITEM_NAME_deserteagle_amethyst1,deserteagle,amethyst1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5289,#CSO2_ITEM_NAME_m60_amethyst1,m60,amethyst1,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5290,#CSO2_ITEM_NAME_KNIFE_lollipop,default_knife,lollipop,item,weapon,knife,,,,,,,,,,,,,,,,,,,
5291,#CSO2_ITEM_NAME_qbz95_panda,qbz95,panda,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5292,#CSO2_ITEM_NAME_k12_honor,k12,honor,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5293,#CSO2_ITEM_NAME_xm1014_honor,xm1014,honor,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5294,#CSO2_ITEM_NAME_fiveseven_cobalt1,fiveseven,cobalt1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5295,#CSO2_ITEM_NAME_tmp_cobalt1,tmp,cobalt1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5296,#CSO2_ITEM_NAME_acr_cobalt1,acr,cobalt1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5297,#CSO2_ITEM_NAME_huntknife_cobalt1,huntknife,cobalt1,item,weapon,knife,,,,,,,,,,,,,,,,,,,
5298,#CSO2_ITEM_NAME_F2000_neon1,f2000,neon1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5299,#CSO2_ITEM_NAME_galilsniper_tesla,galilsniper,tesla,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5300,#CSO2_ITEM_NAME_awm_special,awm,special,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5301,#CSO2_ITEM_NAME_deserteagle_bluephoenix,deserteagle,bluephoenix,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5302,#CSO2_ITEM_NAME_qjy88_panda,qjy88,panda,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5303,#CSO2_ITEM_NAME_KNIFE_PICKAX,default_knife,pickax,item,weapon,knife,,,,,,,,,,,,,,,,,,,
5304,#CSO2_ITEM_NAME_KNIFE_ICEPICKEL,default_knife,icepickel,item,weapon,knife,,,,,,,,,,,,,,,,,,,
5305,#CSO2_ITEM_NAME_KNIFE_GOLDPOP,default_knife,goldpop,item,weapon,knife,,,,,,,,,,,,,,,,,,,
5306,#CSO2_ITEM_NAME_striker12_newpanda1,striker12,newpanda1,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5307,#CSO2_ITEM_NAME_g3ka4_pink1,g3ka4,pink1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5308,#CSO2_ITEM_NAME_g36k_pink1,g36k,pink1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5309,#CSO2_ITEM_NAME_xm8carbine_pink1,xm8carbine,pink1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5310,#CSO2_ITEM_NAME_hk416c_pink1,hk416c,pink1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5311,#CSO2_ITEM_NAME_m27iar_pink1,m27iar,pink1,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5312,#CSO2_ITEM_NAME_kriss_superv_honor,krisssuperv,honor,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5313,#CSO2_ITEM_NAME_awm_honor,awm,honor,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5314,#CSO2_ITEM_NAME_m60_newpanda1,m60,newpanda1,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5315,#CSO2_ITEM_NAME_awm_lion,awm,lion,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5316,#CSO2_ITEM_NAME_mk18_falcon,mk18,falcon,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5317,#CSO2_ITEM_NAME_akm_bear,akm,bear,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5318,#CSO2_ITEM_NAME_KNIFE_PHOBOS,default_knife,phobos,item,weapon,knife,,,,,,,,,,,,,,,,,,,
5319,#CSO2_ITEM_NAME_tmpmelt_prototype,tmpmelt,prototype,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5320,#CSO2_ITEM_NAME_p90_newpanda1,p90,newpanda1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5321,#CSO2_ITEM_NAME_MP7_neon1,mp7,neon1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5322,#CSO2_ITEM_NAME_aek971_gold1,aek971,gold1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5323,#CSO2_ITEM_NAME_ak12_gold1,ak12,gold1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5324,#CSO2_ITEM_NAME_scarl_gold1,scarl,gold1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5325,#CSO2_ITEM_NAME_acr_gold1,acr,gold1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5326,#CSO2_ITEM_NAME_t65_marble1,t65,marble1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5327,#CSO2_ITEM_NAME_t86_marble1,t86,marble1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5328,#CSO2_ITEM_NAME_t91_marble1,t91,marble1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5329,#CSO2_ITEM_NAME_xt97_marble1,xt97,marble1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5330,#CSO2_ITEM_NAME_kukriknife_amethyst1,kukriknife,amethyst1,item,weapon,knife,,,,,,,,,,,,,,,,,,,
5331,#CSO2_ITEM_NAME_akm_newpanda1,akm,newpanda1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5332,#CSO2_ITEM_NAME_mg3_neon1,mg3,neon1,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5333,#CSO2_ITEM_NAME_aek971_blackmamba1,aek971,blackmamba1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5334,#CSO2_ITEM_NAME_ak12_blackmamba1,ak12,blackmamba1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5335,#CSO2_ITEM_NAME_scarl_blackmamba1,scarl,blackmamba1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5336,#CSO2_ITEM_NAME_acr_blackmamba1,acr,blackmamba1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5337,#CSO2_ITEM_NAME_mk23_blackmamba1,mk23,blackmamba1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5338,#CSO2_ITEM_NAME_m99railgun_proto,m99railgun,proto,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5339,#CSO2_ITEM_NAME_m99railgun_black,m99railgun,black,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5340,#CSO2_ITEM_NAME_mk18_newpanda1,mk18,newpanda1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5341,#CSO2_ITEM_NAME_scarH_lion1,scarh,lion1,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5342,#CSO2_ITEM_NAME_t91_taiwan,t91,taiwan,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5343,#CSO2_ITEM_NAME_striker12_honor,striker12,honor,item,weapon,shotgun,,,,,,,,,,,,,,,,,,,
5344,#CSO2_ITEM_NAME_FNC_honor,fnc,honor,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5345,#CSO2_ITEM_NAME_awm_newpanda1,awm,newpanda1,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5346,#CSO2_ITEM_NAME_UMP45_ruby1,ump45,ruby1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5347,#CSO2_ITEM_NAME_kriss_superv_ruby1,krisssuperv,ruby1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5348,#CSO2_ITEM_NAME_MP7_ruby1,mp7,ruby1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5349,#CSO2_ITEM_NAME_knife_oberon,default_knife,oberon,item,weapon,knife,,,,,,,,,,,,,,,,,,,
5350,#CSO2_ITEM_NAME_m3grease_opal1,m3grease,opal1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5351,#CSO2_ITEM_NAME_thompson_opal1,thompson,opal1,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5352,#CSO2_ITEM_NAME_bar_opal1,bar,opal1,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5353,#CSO2_ITEM_NAME_tomahawkss_fire,tomahawkss,fire,item,weapon,knife,,,,,,,,,,,,,,,,,,,
5354,#CSO2_ITEM_NAME_tomahawkss_black,tomahawkss,black,item,weapon,knife,,,,,,,,,,,,,,,,,,,
5355,#CSO2_ITEM_NAME_scarH_athena,scarh,athena,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5356,#CSO2_ITEM_NAME_deserteagle_athena,deserteagle,athena,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5357,#CSO2_ITEM_NAME_MP7_miu,mp7,miu,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5358,#CSO2_ITEM_NAME_p228_miu,p228,miu,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5359,#CSO2_ITEM_NAME_akm_gamania01,akm,gamania01,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5360,#CSO2_ITEM_NAME_elites_neon1,elites,neon1,item,weapon,pistol,,,,,,,,,,,,,,,,,,,
5361,#CSO2_ITEM_NAME_kr4yeargrenade,hegrenade,kr4yeargrenade,item,weapon,equip,,,,,,,,,,,,,,,,,,,
5362,#CSO2_ITEM_NAME_knife_dione,default_knife,dione,item,weapon,knife,,,,,,,,,,,,,,,,,,,
5363,#CSO2_ITEM_NAME_m60steam_prototype,m60steam,prototype,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5364,#CSO2_ITEM_NAME_lr300_eagle,lr300,eagle,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5365,#CSO2_ITEM_NAME_knife_2018dog,default_knife,2018dog,item,weapon,knife,,,,,,,,,,,,,,,,,,,
5366,#CSO2_ITEM_NAME_m27iar_xmas,m27iar,xmas,item,weapon,mach,,,,,,,,,,,,,,,,,,,
5367,#CSO2_ITEM_NAME_ar57_xmas,ar57,xmas,item,weapon,smg,,,,,,,,,,,,,,,,,,,
5368,#CSO2_ITEM_NAME_GILBOASNAKE_xmas,gilboasnake,xmas,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5369,#CSO2_ITEM_NAME_galilsniper_xmas,galilsniper,xmas,item,weapon,snip,,,,,,,,,,,,,,,,,,,
5370,#CSO2_ITEM_NAME_mk18pulse_proto,mk18pulse,proto,item,weapon,rifle,,,,,,,,,,,,,,,,,,,
5997,#CSO2_ITEM_NAME_m60_bfg,m60,bfg,item,weapon,mach,,,,,,,,,,,,,,,,,,,
8000,#CSO2_ITEM_NAME_GOLD_PIECE,GOLD_PIECE,default,item,item,item,,,,,,,,,,,,,,,,,,,
8001,#CSO2_ITEM_NAME_GOLD_BAR,GOLD_BAR,default,item,item,item,,,,,,,,,,,,,,,,,,,
8002,#CSO2_ITEM_NAME_CHROME_PIECE,CHROME_PIECE,default,item,item,item,,,,,,,,,,,,,,,,,,,
8003,#CSO2_ITEM_NAME_CHROME_BAR,CHROME_BAR,default,item,item,item,,,,,,,,,,,,,,,,,,,
8004,#CSO2_ITEM_NAME_CARBONFIBER,CARBONFIBER,default,item,item,item,,,,,,,,,,,,,,,,,,,
8005,#CSO2_ITEM_NAME_AMETHYST_PIECE,AMETHYST_PIECE,default,item,item,item,,,,,,,,,,,,,,,,,,,
8006,#CSO2_ITEM_NAME_AMETHYST_BAR,AMETHYST_BAR,default,item,item,item,,,,,,,,,,,,,,,,,,,
8007,#CSO2_ITEM_NAME_m1903a3_box_1,m1903a3_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8008,#CSO2_ITEM_NAME_m1903a3_box_2,m1903a3_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8009,#CSO2_ITEM_NAME_m1903a3_box_3,m1903a3_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8010,#CSO2_ITEM_NAME_blueprint_m1garand,blueprint_m1garand,default,item,item,item,,,,,,,,,,,,,,,,,,,
8011,#CSO2_ITEM_NAME_solocompany1,solocompany1,default,item,item,item,,,,,,,,,,,,,,,,,,,
8012,#CSO2_ITEM_NAME_solocompany2,solocompany2,default,item,item,item,,,,,,,,,,,,,,,,,,,
8013,#CSO2_ITEM_NAME_solocompany3,solocompany3,default,item,item,item,,,,,,,,,,,,,,,,,,,
8014,#CSO2_ITEM_NAME_solocompany4,solocompany4,default,item,item,item,,,,,,,,,,,,,,,,,,,
8015,#CSO2_ITEM_NAME_solocompany5,solocompany5,default,item,item,item,,,,,,,,,,,,,,,,,,,
8016,#CSO2_ITEM_NAME_solocompany6,solocompany6,default,item,item,item,,,,,,,,,,,,,,,,,,,
8017,#CSO2_ITEM_NAME_m1garand_box_1,m1garand_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8018,#CSO2_ITEM_NAME_m1garand_box_2,m1garand_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8019,#CSO2_ITEM_NAME_m1garand_box_3,m1garand_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8020,#CSO2_ITEM_NAME_blueprint_m14ebr,blueprint_m14ebr,default,item,item,item,,,,,,,,,,,,,,,,,,,
8021,#CSO2_ITEM_NAME_SNOW_PIECE,SNOW_PIECE,default,item,item,item,,,,,,,,,,,,,,,,,,,
8022,#CSO2_ITEM_NAME_SNOW_BAR,SNOW_BAR,default,item,item,item,,,,,,,,,,,,,,,,,,,
8023,#CSO2_ITEM_NAME_m14ebr_box_1,m14ebr_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8024,#CSO2_ITEM_NAME_m14ebr_box_2,m14ebr_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8025,#CSO2_ITEM_NAME_m14ebr_box_3,m14ebr_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8026,#CSO2_ITEM_NAME_blueprint_m16a4,blueprint_m16a4,default,item,item,item,,,,,,,,,,,,,,,,,,,
8027,#CSO2_ITEM_NAME_CHOCO_PIECE,CHOCO_PIECE,default,item,item,item,,,,,,,,,,,,,,,,,,,
8028,#CSO2_ITEM_NAME_CHOCO_BAR,CHOCO_BAR,default,item,item,item,,,,,,,,,,,,,,,,,,,
8029,#CSO2_ITEM_NAME_CANDY_PIECE,CANDY_PIECE,default,item,item,item,,,,,,,,,,,,,,,,,,,
8030,#CSO2_ITEM_NAME_CANDY_BAR,CANDY_BAR,default,item,item,item,,,,,,,,,,,,,,,,,,,
8031,#CSO2_ITEM_NAME_blueprint_kwan,blueprint_kwan,default,item,item,item,,,,,,,,,,,,,,,,,,,
8032,#CSO2_ITEM_NAME_blueprint_hasan,blueprint_hasan,default,item,item,item,,,,,,,,,,,,,,,,,,,
8033,#CSO2_ITEM_NAME_blueprint_mg3,blueprint_mg3,default,item,item,item,,,,,,,,,,,,,,,,,,,
8034,#CSO2_ITEM_NAME_blueprint_trg42,blueprint_trg42,default,item,item,item,,,,,,,,,,,,,,,,,,,
8035,#CSO2_ITEM_NAME_blueprint_back_wing,blueprint_back_wing,default,item,item,item,,,,,,,,,,,,,,,,,,,
8036,#CSO2_ITEM_NAME_blueprint_head_angelring,blueprint_head_angelring,default,item,item,item,,,,,,,,,,,,,,,,,,,
8037,#CSO2_ITEM_NAME_blueprint_pointlottery,blueprint_pointlottery,default,item,item,item,,,,,,,,,,,,,,,,,,,
8038,#CSO2_ITEM_NAME_parts_piece,parts_piece,default,item,item,item,,,,,,,,,,,,,,,,,,,
8039,#CSO2_ITEM_NAME_parts_box,parts_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8040,#CSO2_ITEM_NAME_parts_box01,parts_box01,default,item,item,item,,,,,,,,,,,,,,,,,,,
8041,#CSO2_ITEM_NAME_m16a4_box_1,m16a4_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8042,#CSO2_ITEM_NAME_m16a4_box_2,m16a4_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8043,#CSO2_ITEM_NAME_m16a4_box_3,m16a4_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8044,#CSO2_ITEM_NAME_blueprint_beowulf,blueprint_beowulf,default,item,item,item,,,,,,,,,,,,,,,,,,,
8045,#CSO2_ITEM_NAME_letteritem01,event_letteritem01,default,item,item,item,,,,,,,,,,,,,,,,,,,
8046,#CSO2_ITEM_NAME_letteritem02,event_letteritem02,default,item,item,item,,,,,,,,,,,,,,,,,,,
8047,#CSO2_ITEM_NAME_letteritem03,event_letteritem03,default,item,item,item,,,,,,,,,,,,,,,,,,,
8048,#CSO2_ITEM_NAME_letteritem04,event_letteritem04,default,item,item,item,,,,,,,,,,,,,,,,,,,
8049,#CSO2_ITEM_NAME_letteritem05,event_letteritem05,default,item,item,item,,,,,,,,,,,,,,,,,,,
8050,#CSO2_ITEM_NAME_letteritem06,event_letteritem06,default,item,item,item,,,,,,,,,,,,,,,,,,,
8051,#CSO2_ITEM_NAME_S_partbox,s_partbox,default,item,item,item,,,,,,,,,,,,,,,,,,,
8052,#CSO2_ITEM_NAME_A_partbox,a_partbox,default,item,item,item,,,,,,,,,,,,,,,,,,,
8053,#CSO2_ITEM_NAME_B_partbox,b_partbox,default,item,item,item,,,,,,,,,,,,,,,,,,,
8054,#CSO2_ITEM_NAME_C_partbox,c_partbox,default,item,item,item,,,,,,,,,,,,,,,,,,,
8055,#CSO2_ITEM_NAME_TW_GOLD_EVENT_LETTER01,TW_GOLD_EVENT_LETTER01,default,item,item,item,,,,,,,,,,,,,,,,,,,
8056,#CSO2_ITEM_NAME_TW_GOLD_EVENT_LETTER02,TW_GOLD_EVENT_LETTER02,default,item,item,item,,,,,,,,,,,,,,,,,,,
8057,#CSO2_ITEM_NAME_TW_GOLD_EVENT_LETTER03,TW_GOLD_EVENT_LETTER03,default,item,item,item,,,,,,,,,,,,,,,,,,,
8058,#CSO2_ITEM_NAME_TW_GOLD_EVENT_LETTER04,TW_GOLD_EVENT_LETTER04,default,item,item,item,,,,,,,,,,,,,,,,,,,
8059,#CSO2_ITEM_NAME_TW_GOLD_EVENT_LETTER05,TW_GOLD_EVENT_LETTER05,default,item,item,item,,,,,,,,,,,,,,,,,,,
8060,#CSO2_ITEM_NAME_mosinnagant_box_1,mosinnagant_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8061,#CSO2_ITEM_NAME_mosinnagant_box_2,mosinnagant_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8062,#CSO2_ITEM_NAME_mosinnagant_box_3,mosinnagant_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8063,#CSO2_ITEM_NAME_blueprint_svt40,blueprint_svt40,default,item,item,item,,,,,,,,,,,,,,,,,,,
8064,#CSO2_ITEM_NAME_svt40_box_1,svt40_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8065,#CSO2_ITEM_NAME_svt40_box_2,svt40_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8066,#CSO2_ITEM_NAME_svt40_box_3,svt40_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8067,#CSO2_ITEM_NAME_blueprint_dragunov,blueprint_dragunov,default,item,item,item,,,,,,,,,,,,,,,,,,,
8068,#CSO2_ITEM_NAME_svd_box_1,svd_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8069,#CSO2_ITEM_NAME_svd_box_2,svd_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8070,#CSO2_ITEM_NAME_svd_box_3,svd_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8071,#CSO2_ITEM_NAME_blueprint_sv98,blueprint_sv98,default,item,item,item,,,,,,,,,,,,,,,,,,,
8072,#CSO2_ITEM_NAME_beowulf_box_1,beowulf_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8073,#CSO2_ITEM_NAME_beowulf_box_2,beowulf_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8074,#CSO2_ITEM_NAME_beowulf_box_3,beowulf_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8500,#CSO2_ITEM_NAME_recipeboost_type0,recipeboost_high,default,recipeboostItem,item,item,,,,,,,,,,,,,,,,,,,
8501,#CSO2_ITEM_NAME_recipeboost_type1,recipeboost_mid,default,recipeboostItem,item,item,,,,,,,,,,,,,,,,,,,
8502,#CSO2_ITEM_NAME_recipeboost_type2,recipeboost_low,default,recipeboostItem,item,item,,,,,,,,,,,,,,,,,,,
8503,#CSO2_ITEM_NAME_recipeboost_type3,recipeboost_double,default,recipeboostItem,item,item,,,,,,,,,,,,,,,,,,,
8504,#CSO2_ITEM_NAME_authentication,authentication,default,item,item,item,,,,,,,,,,,,,,,,,,,
8505,#CSO2_ITEM_NAME_lisa02piece1,lisa02piece1,default,item,item,item,,,,,,,,,,,,,,,,,,,
8506,#CSO2_ITEM_NAME_lisa02piece2,lisa02piece2,default,item,item,item,,,,,,,,,,,,,,,,,,,
8507,#CSO2_ITEM_NAME_lisa02piece3,lisa02piece3,default,item,item,item,,,,,,,,,,,,,,,,,,,
8508,#CSO2_ITEM_NAME_lisa02piece4,lisa02piece4,default,item,item,item,,,,,,,,,,,,,,,,,,,
8509,#CSO2_ITEM_NAME_lisa02piece5,lisa02piece5,default,item,item,item,,,,,,,,,,,,,,,,,,,
